,event_id,event_name,time_date,location,timezone,visiting_team,home_team
582,9160810,Toronto Blue Jays at Tampa Bay Rays ,2015-04-24 23:10:00,Tropicana Field,EST,Toronto Blue Jays,Tampa Bay Rays 
583,9150555,Tampa Bay Rays at Los Angeles Angels ,2015-06-02 02:05:00,Angel Stadium,PST,Tampa Bay Rays,Los Angeles Angels 
584,9160843,New York Mets at Tampa Bay Rays ,2015-08-08 22:10:00,Tropicana Field,EST,New York Mets,Tampa Bay Rays 
587,9167864,Tampa Bay Rays at Kansas City Royals ,2015-07-07 00:10:00,Kauffman Stadium,CST,Tampa Bay Rays,Kansas City Royals 
588,9167867,Tampa Bay Rays at Kansas City Royals ,2015-07-09 18:10:00,Kauffman Stadium,CST,Tampa Bay Rays,Kansas City Royals 
589,9160166,Tampa Bay Rays at Toronto Blue Jays ,2015-09-27 17:07:00,Rogers Centre,EST,Tampa Bay Rays,Toronto Blue Jays 
590,9160164,Tampa Bay Rays at Toronto Blue Jays ,2015-09-25 23:07:00,Rogers Centre,EST,Tampa Bay Rays,Toronto Blue Jays 
591,9160165,Tampa Bay Rays at Toronto Blue Jays ,2015-09-26 17:07:00,Rogers Centre,EST,Tampa Bay Rays,Toronto Blue Jays 
592,9160162,Tampa Bay Rays at Toronto Blue Jays ,2015-07-18 17:07:00,Rogers Centre,EST,Tampa Bay Rays,Toronto Blue Jays 
593,9160163,Tampa Bay Rays at Toronto Blue Jays ,2015-07-19 17:07:00,Rogers Centre,EST,Tampa Bay Rays,Toronto Blue Jays 
594,9160161,Tampa Bay Rays at Toronto Blue Jays ,2015-07-17 23:07:00,Rogers Centre,EST,Tampa Bay Rays,Toronto Blue Jays 
595,9160158,Tampa Bay Rays at Toronto Blue Jays ,2015-04-14 23:07:00,Rogers Centre,EST,Tampa Bay Rays,Toronto Blue Jays 
596,9160813,Toronto Blue Jays at Tampa Bay Rays ,2015-04-26 17:10:00,Tropicana Field,EST,Toronto Blue Jays,Tampa Bay Rays 
597,9160812,Toronto Blue Jays at Tampa Bay Rays ,2015-04-25 22:10:00,Tropicana Field,EST,Toronto Blue Jays,Tampa Bay Rays 
598,9162241,Tampa Bay Rays at Miami Marlins ,2015-04-10 23:10:00,Marlins Park,EST,Tampa Bay Rays,Miami Marlins 
599,9150558,Tampa Bay Rays at Los Angeles Angels ,2015-06-04 02:05:00,Angel Stadium,PST,Tampa Bay Rays,Los Angeles Angels 
602,9160159,Tampa Bay Rays at Toronto Blue Jays ,2015-04-15 23:07:00,Rogers Centre,EST,Tampa Bay Rays,Toronto Blue Jays 
607,9160944,Chicago White Sox at Tampa Bay Rays ,2015-06-12 23:10:00,Tropicana Field,EST,Chicago White Sox,Tampa Bay Rays 
608,9160160,Tampa Bay Rays at Toronto Blue Jays ,2015-04-16 23:07:00,Rogers Centre,EST,Tampa Bay Rays,Toronto Blue Jays 
610,9160842,New York Mets at Tampa Bay Rays ,2015-08-07 23:10:00,Tropicana Field,EST,New York Mets,Tampa Bay Rays 
617,9160935,Kansas City Royals at Tampa Bay Rays ,2015-08-28 23:10:00,Tropicana Field,EST,Kansas City Royals,Tampa Bay Rays 
618,9160936,Kansas City Royals at Tampa Bay Rays ,2015-08-29 22:10:00,Tropicana Field,EST,Kansas City Royals,Tampa Bay Rays 
619,9160937,Kansas City Royals at Tampa Bay Rays ,2015-08-30 17:10:00,Tropicana Field,EST,Kansas City Royals,Tampa Bay Rays 
620,9172198,Tampa Bay Rays at Chicago White Sox ,2015-08-05 00:10:00,US Cellular Field,CST,Tampa Bay Rays,Chicago White Sox 
627,9160816,Toronto Blue Jays at Tampa Bay Rays ,2015-06-24 16:10:00,Tropicana Field,EST,Toronto Blue Jays,Tampa Bay Rays 
628,9160814,Toronto Blue Jays at Tampa Bay Rays ,2015-06-22 23:10:00,Tropicana Field,EST,Toronto Blue Jays,Tampa Bay Rays 
629,9160836,Toronto Blue Jays at Tampa Bay Rays ,2015-10-04 17:10:00,Tropicana Field,EST,Toronto Blue Jays,Tampa Bay Rays 
630,9160834,Toronto Blue Jays at Tampa Bay Rays ,2015-10-02 23:10:00,Tropicana Field,EST,Toronto Blue Jays,Tampa Bay Rays 
631,9160835,Toronto Blue Jays at Tampa Bay Rays ,2015-10-03 22:10:00,Tropicana Field,EST,Toronto Blue Jays,Tampa Bay Rays 
632,9160788,Los Angeles Angels at Tampa Bay Rays ,2015-06-11 23:10:00,Tropicana Field,EST,Los Angeles Angels,Tampa Bay Rays 
633,9160787,Los Angeles Angels at Tampa Bay Rays ,2015-06-10 23:10:00,Tropicana Field,EST,Los Angeles Angels,Tampa Bay Rays 
634,9160786,Los Angeles Angels at Tampa Bay Rays ,2015-06-09 23:10:00,Tropicana Field,EST,Los Angeles Angels,Tampa Bay Rays 
640,9160157,Tampa Bay Rays at Toronto Blue Jays ,2015-04-13 23:07:00,Rogers Centre,EST,Tampa Bay Rays,Toronto Blue Jays 
641,9167865,Tampa Bay Rays at Kansas City Royals ,2015-07-08 00:10:00,Kauffman Stadium,CST,Tampa Bay Rays,Kansas City Royals 
642,9167866,Tampa Bay Rays at Kansas City Royals ,2015-07-09 00:10:00,Kauffman Stadium,CST,Tampa Bay Rays,Kansas City Royals 
643,9172197,Tampa Bay Rays at Chicago White Sox ,2015-08-04 00:10:00,US Cellular Field,CST,Tampa Bay Rays,Chicago White Sox 
644,9168850,Tampa Bay Rays at Atlanta Braves ,2015-05-20 23:10:00,Turner Field,EST,Tampa Bay Rays,Atlanta Braves 
646,9164849,Tampa Bay Rays at Cleveland Indians ,2015-06-20 23:10:00,Progressive Field,EST,Tampa Bay Rays,Cleveland Indians 
647,9150556,Tampa Bay Rays at Los Angeles Angels ,2015-06-03 02:05:00,Angel Stadium,PST,Tampa Bay Rays,Los Angeles Angels 
648,9162243,Tampa Bay Rays at Miami Marlins ,2015-04-12 17:10:00,Marlins Park,EST,Tampa Bay Rays,Miami Marlins 
649,9162242,Tampa Bay Rays at Miami Marlins ,2015-04-11 20:10:00,Marlins Park,EST,Tampa Bay Rays,Miami Marlins 
659,9160115,Oakland Athletics at Toronto Blue Jays ,2015-08-12 23:07:00,Rogers Centre,EST,Oakland Athletics,Toronto Blue Jays 
660,9160116,Oakland Athletics at Toronto Blue Jays ,2015-08-13 16:37:00,Rogers Centre,EST,Oakland Athletics,Toronto Blue Jays 
661,9160113,Houston Astros at Toronto Blue Jays ,2015-06-07 17:07:00,Rogers Centre,EST,Houston Astros,Toronto Blue Jays 
662,9160114,Oakland Athletics at Toronto Blue Jays ,2015-08-11 23:07:00,Rogers Centre,EST,Oakland Athletics,Toronto Blue Jays 
663,9160119,Atlanta Braves at Toronto Blue Jays ,2015-04-19 17:07:00,Rogers Centre,EST,Atlanta Braves,Toronto Blue Jays 
664,9160112,Houston Astros at Toronto Blue Jays ,2015-06-06 17:07:00,Rogers Centre,EST,Houston Astros,Toronto Blue Jays 
665,9160111,Houston Astros at Toronto Blue Jays ,2015-06-05 23:07:00,Rogers Centre,EST,Houston Astros,Toronto Blue Jays 
666,9160124,Seattle Mariners at Toronto Blue Jays ,2015-05-23 17:07:00,Rogers Centre,EST,Seattle Mariners,Toronto Blue Jays 
667,9160125,Seattle Mariners at Toronto Blue Jays ,2015-05-24 17:07:00,Rogers Centre,EST,Seattle Mariners,Toronto Blue Jays 
668,9160126,Miami Marlins at Toronto Blue Jays ,2015-06-08 23:07:00,Rogers Centre,EST,Miami Marlins,Toronto Blue Jays 
669,9160127,Miami Marlins at Toronto Blue Jays ,2015-06-09 23:07:00,Rogers Centre,EST,Miami Marlins,Toronto Blue Jays 
670,9160128,Miami Marlins at Toronto Blue Jays ,2015-06-10 16:37:00,Rogers Centre,EST,Miami Marlins,Toronto Blue Jays 
671,9160121,Cleveland Indians at Toronto Blue Jays ,2015-09-01 23:07:00,Rogers Centre,EST,Cleveland Indians,Toronto Blue Jays 
672,9160120,Cleveland Indians at Toronto Blue Jays ,2015-08-31 23:07:00,Rogers Centre,EST,Cleveland Indians,Toronto Blue Jays 
673,9160123,Seattle Mariners at Toronto Blue Jays ,2015-05-22 23:07:00,Rogers Centre,EST,Seattle Mariners,Toronto Blue Jays 
674,9160122,Cleveland Indians at Toronto Blue Jays ,2015-09-02 23:07:00,Rogers Centre,EST,Cleveland Indians,Toronto Blue Jays 
675,9160153,Philadelphia Phillies at Toronto Blue Jays ,2015-07-29 23:07:00,Rogers Centre,EST,Philadelphia Phillies,Toronto Blue Jays 
676,9160154,Texas Rangers at Toronto Blue Jays ,2015-06-26 23:07:00,Rogers Centre,EST,Texas Rangers,Toronto Blue Jays 
677,9160155,Texas Rangers at Toronto Blue Jays ,2015-06-27 17:07:00,Rogers Centre,EST,Texas Rangers,Toronto Blue Jays 
678,9160156,Texas Rangers at Toronto Blue Jays ,2015-06-28 17:07:00,Rogers Centre,EST,Texas Rangers,Toronto Blue Jays 
679,9160151,Philadelphia Phillies at Toronto Blue Jays ,2015-07-28 23:07:00,Rogers Centre,EST,Philadelphia Phillies,Toronto Blue Jays 
680,9160184,Minnesota Twins at Toronto Blue Jays ,2015-08-03 17:07:00,Rogers Centre,EST,Minnesota Twins,Toronto Blue Jays 
681,9160185,Minnesota Twins at Toronto Blue Jays ,2015-08-04 23:07:00,Rogers Centre,EST,Minnesota Twins,Toronto Blue Jays 
682,9160182,Detroit Tigers at Toronto Blue Jays ,2015-08-28 23:07:00,Rogers Centre,EST,Detroit Tigers,Toronto Blue Jays 
683,9160183,Detroit Tigers at Toronto Blue Jays ,2015-08-30 17:07:00,Rogers Centre,EST,Detroit Tigers,Toronto Blue Jays 
684,9160186,Minnesota Twins at Toronto Blue Jays ,2015-08-05 23:07:00,Rogers Centre,EST,Minnesota Twins,Toronto Blue Jays 
685,9160187,Minnesota Twins at Toronto Blue Jays ,2015-08-06 23:07:00,Rogers Centre,EST,Minnesota Twins,Toronto Blue Jays 
686,9160181,Detroit Tigers at Toronto Blue Jays ,2015-08-29 17:07:00,Rogers Centre,EST,Detroit Tigers,Toronto Blue Jays 
687,9160117,Atlanta Braves at Toronto Blue Jays ,2015-04-17 23:07:00,Rogers Centre,EST,Atlanta Braves,Toronto Blue Jays 
688,9160118,Atlanta Braves at Toronto Blue Jays ,2015-04-18 17:07:00,Rogers Centre,EST,Atlanta Braves,Toronto Blue Jays 
689,9182160,Cincinnati Reds at Toronto Blue Jays ,2015-04-04 17:07:00,Olympic Stadium Montreal,EST,Cincinnati Reds,Toronto Blue Jays 
690,9160130,New York Mets at Toronto Blue Jays ,2015-06-18 23:07:00,Rogers Centre,EST,New York Mets,Toronto Blue Jays 
691,9160110,Los Angeles Angels at Toronto Blue Jays ,2015-05-21 23:07:00,Rogers Centre,EST,Los Angeles Angels,Toronto Blue Jays 
692,9160129,New York Mets at Toronto Blue Jays ,2015-06-17 23:07:00,Rogers Centre,EST,New York Mets,Toronto Blue Jays 
693,9160107,Los Angeles Angels at Toronto Blue Jays ,2015-05-18 17:07:00,Rogers Centre,EST,Los Angeles Angels,Toronto Blue Jays 
694,9160109,Los Angeles Angels at Toronto Blue Jays ,2015-05-20 23:07:00,Rogers Centre,EST,Los Angeles Angels,Toronto Blue Jays 
695,9160108,Los Angeles Angels at Toronto Blue Jays ,2015-05-19 23:07:00,Rogers Centre,EST,Los Angeles Angels,Toronto Blue Jays 
696,9160190,Chicago White Sox at Toronto Blue Jays ,2015-05-27 23:07:00,Rogers Centre,EST,Chicago White Sox,Toronto Blue Jays 
714,9160189,Chicago White Sox at Toronto Blue Jays ,2015-05-26 23:07:00,Rogers Centre,EST,Chicago White Sox,Toronto Blue Jays 
715,9160180,Kansas City Royals at Toronto Blue Jays ,2015-08-02 17:07:00,Rogers Centre,EST,Kansas City Royals,Toronto Blue Jays 
722,9160177,Kansas City Royals at Toronto Blue Jays ,2015-07-30 23:07:00,Rogers Centre,EST,Kansas City Royals,Toronto Blue Jays 
723,9160178,Kansas City Royals at Toronto Blue Jays ,2015-07-31 23:07:00,Rogers Centre,EST,Kansas City Royals,Toronto Blue Jays 
725,9160179,Kansas City Royals at Toronto Blue Jays ,2015-08-01 17:07:00,Rogers Centre,EST,Kansas City Royals,Toronto Blue Jays 
727,9182159,Cincinnati Reds at Toronto Blue Jays ,2015-04-03 23:07:00,Olympic Stadium Montreal,EST,Cincinnati Reds,Toronto Blue Jays 
732,9160188,Chicago White Sox at Toronto Blue Jays ,2015-05-25 23:07:00,Rogers Centre,EST,Chicago White Sox,Toronto Blue Jays 
739,9158665,Toronto Blue Jays at Texas Rangers ,2015-08-27 18:05:00,Globe Life Park,CST,Toronto Blue Jays,Texas Rangers 
740,9168760,Toronto Blue Jays at Atlanta Braves ,2015-09-16 23:10:00,Turner Field,EST,Toronto Blue Jays,Atlanta Braves 
742,9164801,Toronto Blue Jays at Cleveland Indians ,2015-05-01 23:05:00,Progressive Field,EST,Toronto Blue Jays,Cleveland Indians 
743,9168866,Toronto Blue Jays at Washington Nationals ,2015-06-01 23:05:00,Nationals Park,EST,Toronto Blue Jays,Washington Nationals 
744,9159007,Toronto Blue Jays at Philadelphia Phillies ,2015-08-19 23:05:00,Citizens Bank Park,EST,Toronto Blue Jays,Philadelphia Phillies 
745,9164989,Toronto Blue Jays at Detroit Tigers ,2015-07-04 17:08:00,Comerica Park,EST,Toronto Blue Jays,Detroit Tigers 
747,9158209,Toronto Blue Jays at Oakland Athletics ,2015-07-23 02:05:00,O.co Coliseum,PST,Toronto Blue Jays,Oakland Athletics 
748,9168759,Toronto Blue Jays at Atlanta Braves ,2015-09-15 23:10:00,Turner Field,EST,Toronto Blue Jays,Atlanta Braves 
749,9164800,Toronto Blue Jays at Cleveland Indians ,2015-04-30 23:05:00,Progressive Field,EST,Toronto Blue Jays,Cleveland Indians 
750,9159006,Toronto Blue Jays at Philadelphia Phillies ,2015-08-18 23:05:00,Citizens Bank Park,EST,Toronto Blue Jays,Philadelphia Phillies 
751,9164988,Toronto Blue Jays at Detroit Tigers ,2015-07-03 23:08:00,Comerica Park,EST,Toronto Blue Jays,Detroit Tigers 
752,9158515,Toronto Blue Jays at Houston Astros ,2015-05-17 18:10:00,Minute Maid Park,CST,Toronto Blue Jays,Houston Astros 
753,9158514,Toronto Blue Jays at Houston Astros ,2015-05-16 23:10:00,Minute Maid Park,CST,Toronto Blue Jays,Houston Astros 
754,9158512,Toronto Blue Jays at Houston Astros ,2015-05-15 00:10:00,Minute Maid Park,CST,Toronto Blue Jays,Houston Astros 
755,9164802,Toronto Blue Jays at Cleveland Indians ,2015-05-02 20:05:00,Progressive Field,EST,Toronto Blue Jays,Cleveland Indians 
756,9171790,Toronto Blue Jays at Minnesota Twins ,2015-05-30 00:10:00,Target Field,CST,Toronto Blue Jays,Minnesota Twins 
757,9158513,Toronto Blue Jays at Houston Astros ,2015-05-16 00:10:00,Minute Maid Park,CST,Toronto Blue Jays,Houston Astros 
758,9171789,Toronto Blue Jays at Minnesota Twins ,2015-05-31 18:10:00,Target Field,CST,Toronto Blue Jays,Minnesota Twins 
759,9164990,Toronto Blue Jays at Detroit Tigers ,2015-07-05 17:08:00,Comerica Park,EST,Toronto Blue Jays,Detroit Tigers 
760,9168869,Toronto Blue Jays at Washington Nationals ,2015-06-03 23:05:00,Nationals Park,EST,Toronto Blue Jays,Washington Nationals 
761,9168868,Toronto Blue Jays at Washington Nationals ,2015-06-02 23:05:00,Nationals Park,EST,Toronto Blue Jays,Washington Nationals 
764,9158437,Toronto Blue Jays at Seattle Mariners ,2015-07-26 20:10:00,Safeco Field,PST,Toronto Blue Jays,Seattle Mariners 
765,9158208,Toronto Blue Jays at Oakland Athletics ,2015-07-22 02:05:00,O.co Coliseum,PST,Toronto Blue Jays,Oakland Athletics 
766,9158210,Toronto Blue Jays at Oakland Athletics ,2015-07-23 19:35:00,O.co Coliseum,PST,Toronto Blue Jays,Oakland Athletics 
767,9158435,Toronto Blue Jays at Seattle Mariners ,2015-07-25 02:10:00,Safeco Field,PST,Toronto Blue Jays,Seattle Mariners 
768,9158436,Toronto Blue Jays at Seattle Mariners ,2015-07-25 20:10:00,Safeco Field,PST,Toronto Blue Jays,Seattle Mariners 
769,9171788,Toronto Blue Jays at Minnesota Twins ,2015-05-30 18:10:00,Target Field,CST,Toronto Blue Jays,Minnesota Twins 
770,9158664,Toronto Blue Jays at Texas Rangers ,2015-08-27 00:05:00,Globe Life Park,CST,Toronto Blue Jays,Texas Rangers 
771,9158662,Toronto Blue Jays at Texas Rangers ,2015-08-26 00:05:00,Globe Life Park,CST,Toronto Blue Jays,Texas Rangers 
772,9168761,Toronto Blue Jays at Atlanta Braves ,2015-09-17 23:10:00,Turner Field,EST,Toronto Blue Jays,Atlanta Braves 
778,9172167,Toronto Blue Jays at Chicago White Sox ,2015-07-09 18:10:00,US Cellular Field,CST,Toronto Blue Jays,Chicago White Sox 
785,9159353,Toronto Blue Jays at New York Mets ,2015-06-15 23:10:00,Citi Field,EST,Toronto Blue Jays,New York Mets 
786,9159354,Toronto Blue Jays at New York Mets ,2015-06-16 23:10:00,Citi Field,EST,Toronto Blue Jays,New York Mets 
787,9167868,Toronto Blue Jays at Kansas City Royals ,2015-07-11 00:10:00,Kauffman Stadium,CST,Toronto Blue Jays,Kansas City Royals 
788,9167869,Toronto Blue Jays at Kansas City Royals ,2015-07-11 18:10:00,Kauffman Stadium,CST,Toronto Blue Jays,Kansas City Royals 
789,9167870,Toronto Blue Jays at Kansas City Royals ,2015-07-12 18:10:00,Kauffman Stadium,CST,Toronto Blue Jays,Kansas City Royals 
791,9172165,Toronto Blue Jays at Chicago White Sox ,2015-07-08 00:10:00,US Cellular Field,CST,Toronto Blue Jays,Chicago White Sox 
798,9172166,Toronto Blue Jays at Chicago White Sox ,2015-07-09 00:10:00,US Cellular Field,CST,Toronto Blue Jays,Chicago White Sox 
809,9150648,Toronto Blue Jays at Los Angeles Angels ,2015-08-22 02:05:00,Angel Stadium,PST,Toronto Blue Jays,Los Angeles Angels 
810,9164803,Toronto Blue Jays at Cleveland Indians ,2015-05-03 17:05:00,Progressive Field,EST,Toronto Blue Jays,Cleveland Indians 
811,9150650,Toronto Blue Jays at Los Angeles Angels ,2015-08-23 19:35:00,Angel Stadium,PST,Toronto Blue Jays,Los Angeles Angels 
812,9172164,Toronto Blue Jays at Chicago White Sox ,2015-07-07 00:10:00,US Cellular Field,CST,Toronto Blue Jays,Chicago White Sox 
813,9150649,Toronto Blue Jays at Los Angeles Angels ,2015-08-23 01:05:00,Angel Stadium,PST,Toronto Blue Jays,Los Angeles Angels 
818,9172181,Cleveland Indians at Chicago White Sox ,2015-05-22 00:10:00,US Cellular Field,CST,Cleveland Indians,Chicago White Sox 
819,9172228,Minnesota Twins at Chicago White Sox ,2015-09-12 00:10:00,US Cellular Field,CST,Minnesota Twins,Chicago White Sox 
820,9172220,Detroit Tigers at Chicago White Sox ,2015-10-03 23:10:00,US Cellular Field,CST,Detroit Tigers,Chicago White Sox 
821,9172187,Seattle Mariners at Chicago White Sox ,2015-08-29 23:10:00,US Cellular Field,CST,Seattle Mariners,Chicago White Sox 
822,9172185,Seattle Mariners at Chicago White Sox ,2015-08-27 18:10:00,US Cellular Field,CST,Seattle Mariners,Chicago White Sox 
823,9172184,Cleveland Indians at Chicago White Sox ,2015-09-10 00:10:00,US Cellular Field,CST,Cleveland Indians,Chicago White Sox 
824,9172183,Cleveland Indians at Chicago White Sox ,2015-09-09 00:10:00,US Cellular Field,CST,Cleveland Indians,Chicago White Sox 
825,9172163,Oakland Athletics at Chicago White Sox ,2015-09-17 18:10:00,US Cellular Field,CST,Oakland Athletics,Chicago White Sox 
826,9172161,Oakland Athletics at Chicago White Sox ,2015-09-16 00:10:00,US Cellular Field,CST,Oakland Athletics,Chicago White Sox 
827,9172162,Oakland Athletics at Chicago White Sox ,2015-09-17 00:10:00,US Cellular Field,CST,Oakland Athletics,Chicago White Sox 
828,9172192,Pittsburgh Pirates at Chicago White Sox ,2015-06-18 00:10:00,US Cellular Field,CST,Pittsburgh Pirates,Chicago White Sox 
830,9172193,Pittsburgh Pirates at Chicago White Sox ,2015-06-19 00:10:00,US Cellular Field,CST,Pittsburgh Pirates,Chicago White Sox 
831,9172156,Houston Astros at Chicago White Sox ,2015-06-10 00:10:00,US Cellular Field,CST,Houston Astros,Chicago White Sox 
832,9172218,Detroit Tigers at Chicago White Sox ,2015-05-07 18:10:00,US Cellular Field,CST,Detroit Tigers,Chicago White Sox 
833,9172203,Cincinnati Reds at Chicago White Sox ,2015-05-09 00:10:00,US Cellular Field,CST,Cincinnati Reds,Chicago White Sox 
834,9172217,Detroit Tigers at Chicago White Sox ,2015-05-07 00:10:00,US Cellular Field,CST,Detroit Tigers,Chicago White Sox 
835,9172158,Houston Astros at Chicago White Sox ,2015-06-11 00:10:00,US Cellular Field,CST,Houston Astros,Chicago White Sox 
836,9172180,Cleveland Indians at Chicago White Sox ,2015-05-21 00:10:00,US Cellular Field,CST,Cleveland Indians,Chicago White Sox 
837,9172179,Cleveland Indians at Chicago White Sox ,2015-05-20 00:10:00,US Cellular Field,CST,Cleveland Indians,Chicago White Sox 
838,9172172,Chicago Cubs at Chicago White Sox ,2015-08-14 20:10:00,US Cellular Field,CST,Chicago Cubs,Chicago White Sox 
840,9172174,Chicago Cubs at Chicago White Sox ,2015-08-16 18:10:00,US Cellular Field,CST,Chicago Cubs,Chicago White Sox 
841,9172207,Kansas City Royals at Chicago White Sox ,2015-04-25 00:10:00,US Cellular Field,CST,Kansas City Royals,Chicago White Sox 
844,9172177,Cleveland Indians at Chicago White Sox ,2015-04-22 18:10:00,US Cellular Field,CST,Cleveland Indians,Chicago White Sox 
845,9172176,Cleveland Indians at Chicago White Sox ,2015-04-22 00:10:00,US Cellular Field,CST,Cleveland Indians,Chicago White Sox 
846,9177995,Detroit Tigers at Chicago White Sox ,2015-06-07 18:10:00,US Cellular Field,CST,Detroit Tigers,Chicago White Sox 
847,9172215,Kansas City Royals at Chicago White Sox ,2015-10-02 00:10:00,US Cellular Field,CST,Kansas City Royals,Chicago White Sox 
848,9172213,Kansas City Royals at Chicago White Sox ,2015-09-30 00:10:00,US Cellular Field,CST,Kansas City Royals,Chicago White Sox 
849,9172214,Kansas City Royals at Chicago White Sox ,2015-10-01 00:10:00,US Cellular Field,CST,Kansas City Royals,Chicago White Sox 
850,9172230,Minnesota Twins at Chicago White Sox ,2015-09-13 18:10:00,US Cellular Field,CST,Minnesota Twins,Chicago White Sox 
851,9172182,Cleveland Indians at Chicago White Sox ,2015-09-07 18:10:00,US Cellular Field,CST,Cleveland Indians,Chicago White Sox 
852,9172188,Seattle Mariners at Chicago White Sox ,2015-08-30 18:10:00,US Cellular Field,CST,Seattle Mariners,Chicago White Sox 
855,9172160,Oakland Athletics at Chicago White Sox ,2015-09-15 00:10:00,US Cellular Field,CST,Oakland Athletics,Chicago White Sox 
857,9172152,Los Angeles Angels at Chicago White Sox ,2015-08-13 00:10:00,US Cellular Field,CST,Los Angeles Angels,Chicago White Sox 
859,9172178,Cleveland Indians at Chicago White Sox ,2015-05-19 00:10:00,US Cellular Field,CST,Cleveland Indians,Chicago White Sox 
860,9172154,Houston Astros at Chicago White Sox ,2015-06-09 00:10:00,US Cellular Field,CST,Houston Astros,Chicago White Sox 
861,9172225,Minnesota Twins at Chicago White Sox ,2015-05-23 00:10:00,US Cellular Field,CST,Minnesota Twins,Chicago White Sox 
862,9172206,Kansas City Royals at Chicago White Sox ,2015-04-24 00:10:00,US Cellular Field,CST,Kansas City Royals,Chicago White Sox 
863,9177993,Detroit Tigers at Chicago White Sox ,2015-06-06 00:10:00,US Cellular Field,CST,Detroit Tigers,Chicago White Sox 
864,9172221,Detroit Tigers at Chicago White Sox ,2015-10-04 19:10:00,US Cellular Field,CST,Detroit Tigers,Chicago White Sox 
865,9172171,St. Louis Cardinals at Chicago White Sox ,2015-07-23 00:10:00,US Cellular Field,CST,St. Louis Cardinals,Chicago White Sox 
866,9172196,Texas Rangers at Chicago White Sox ,2015-06-21 18:10:00,US Cellular Field,CST,Texas Rangers,Chicago White Sox 
867,9172224,Minnesota Twins at Chicago White Sox ,2015-04-12 18:10:00,US Cellular Field,CST,Minnesota Twins,Chicago White Sox 
868,9172151,Los Angeles Angels at Chicago White Sox ,2015-08-12 00:10:00,US Cellular Field,CST,Los Angeles Angels,Chicago White Sox 
869,9172169,St. Louis Cardinals at Chicago White Sox ,2015-07-22 00:10:00,US Cellular Field,CST,St. Louis Cardinals,Chicago White Sox 
870,9172227,Minnesota Twins at Chicago White Sox ,2015-05-24 18:10:00,US Cellular Field,CST,Minnesota Twins,Chicago White Sox 
872,9172173,Chicago Cubs at Chicago White Sox ,2015-08-15 23:10:00,US Cellular Field,CST,Chicago Cubs,Chicago White Sox 
875,9172209,Kansas City Royals at Chicago White Sox ,2015-04-26 18:10:00,US Cellular Field,CST,Kansas City Royals,Chicago White Sox 
876,9172204,Cincinnati Reds at Chicago White Sox ,2015-05-09 23:10:00,US Cellular Field,CST,Cincinnati Reds,Chicago White Sox 
878,9172211,Kansas City Royals at Chicago White Sox ,2015-07-18 18:10:00,US Cellular Field,CST,Kansas City Royals,Chicago White Sox 
879,9172205,Cincinnati Reds at Chicago White Sox ,2015-05-10 18:10:00,US Cellular Field,CST,Cincinnati Reds,Chicago White Sox 
881,9177749,Chicago White Sox at Pittsburgh Pirates ,2015-06-15 23:05:00,PNC Park,EST,Chicago White Sox,Pittsburgh Pirates 
882,9164795,Chicago White Sox at Cleveland Indians ,2015-04-15 16:05:00,Progressive Field,EST,Chicago White Sox,Cleveland Indians 
883,9172118,Chicago White Sox at Minnesota Twins ,2015-09-03 17:10:00,Target Field,CST,Chicago White Sox,Minnesota Twins 
884,9172116,Chicago White Sox at Minnesota Twins ,2015-09-02 00:10:00,Target Field,CST,Chicago White Sox,Minnesota Twins 
885,9172117,Chicago White Sox at Minnesota Twins ,2015-09-03 00:10:00,Target Field,CST,Chicago White Sox,Minnesota Twins 
886,9172115,Chicago White Sox at Minnesota Twins ,2015-06-24 17:10:00,Target Field,CST,Chicago White Sox,Minnesota Twins 
887,9172110,Chicago White Sox at Minnesota Twins ,2015-05-01 00:10:00,Target Field,CST,Chicago White Sox,Minnesota Twins 
890,9164909,Chicago White Sox at Cleveland Indians ,2015-09-18 23:05:00,Progressive Field,EST,Chicago White Sox,Cleveland Indians 
891,9165021,Chicago White Sox at Detroit Tigers ,2015-09-21 23:08:00,Comerica Park,EST,Chicago White Sox,Detroit Tigers 
892,9172113,Chicago White Sox at Minnesota Twins ,2015-06-23 00:10:00,Target Field,CST,Chicago White Sox,Minnesota Twins 
893,9177450,Chicago White Sox at Chicago Cubs ,2015-07-10 20:05:00,Wrigley Field,CST,Chicago White Sox,Chicago Cubs 
894,9164978,Chicago White Sox at Detroit Tigers ,2015-06-27 20:08:00,Comerica Park,EST,Chicago White Sox,Detroit Tigers 
895,9172114,Chicago White Sox at Minnesota Twins ,2015-06-24 00:10:00,Target Field,CST,Chicago White Sox,Minnesota Twins 
896,9165023,Chicago White Sox at Detroit Tigers ,2015-09-23 17:08:00,Comerica Park,EST,Chicago White Sox,Detroit Tigers 
897,9164976,Chicago White Sox at Detroit Tigers ,2015-06-26 23:08:00,Comerica Park,EST,Chicago White Sox,Detroit Tigers 
898,9172112,Chicago White Sox at Minnesota Twins ,2015-05-03 18:10:00,Target Field,CST,Chicago White Sox,Minnesota Twins 
900,9164794,Chicago White Sox at Cleveland Indians ,2015-04-14 23:05:00,Progressive Field,EST,Chicago White Sox,Cleveland Indians 
901,9164911,Chicago White Sox at Cleveland Indians ,2015-09-20 17:05:00,Progressive Field,EST,Chicago White Sox,Cleveland Indians 
