,event_id,event_name,time_date,location,timezone,visiting_team,home_team
1753,9158239,Houston Astros at Oakland Athletics ,2015-09-09 02:05:00,O.co Coliseum,PST,Houston Astros,Oakland Athletics 
1754,9158240,Houston Astros at Oakland Athletics ,2015-09-10 02:05:00,O.co Coliseum,PST,Houston Astros,Oakland Athletics 
1758,9158220,Houston Astros at Oakland Athletics ,2015-08-07 02:05:00,O.co Coliseum,PST,Houston Astros,Oakland Athletics 
1759,9158221,Houston Astros at Oakland Athletics ,2015-08-08 02:05:00,O.co Coliseum,PST,Houston Astros,Oakland Athletics 
1760,9158224,Houston Astros at Oakland Athletics ,2015-08-09 20:05:00,O.co Coliseum,PST,Houston Astros,Oakland Athletics 
1761,9158420,Houston Astros at Seattle Mariners ,2015-06-21 02:10:00,Safeco Field,PST,Houston Astros,Seattle Mariners 
1762,9158650,Houston Astros at Texas Rangers ,2015-08-04 00:05:00,Globe Life Park,CST,Houston Astros,Texas Rangers 
1763,9158651,Houston Astros at Texas Rangers ,2015-08-05 00:05:00,Globe Life Park,CST,Houston Astros,Texas Rangers 
1764,9158652,Houston Astros at Texas Rangers ,2015-08-06 00:05:00,Globe Life Park,CST,Houston Astros,Texas Rangers 
1765,9158479,Houston Astros at Seattle Mariners ,2015-09-29 02:10:00,Safeco Field,PST,Houston Astros,Seattle Mariners 
1766,9158481,Houston Astros at Seattle Mariners ,2015-09-30 02:10:00,Safeco Field,PST,Houston Astros,Seattle Mariners 
1767,9158482,Houston Astros at Seattle Mariners ,2015-10-01 02:10:00,Safeco Field,PST,Houston Astros,Seattle Mariners 
1768,9158593,Houston Astros at Texas Rangers ,2015-04-12 00:05:00,Globe Life Park,CST,Houston Astros,Texas Rangers 
1769,9158592,Houston Astros at Texas Rangers ,2015-04-10 20:05:00,Globe Life Park,CST,Houston Astros,Texas Rangers 
1770,9158594,Houston Astros at Texas Rangers ,2015-04-12 19:05:00,Globe Life Park,CST,Houston Astros,Texas Rangers 
1771,9158385,Houston Astros at Seattle Mariners ,2015-04-21 02:10:00,Safeco Field,PST,Houston Astros,Seattle Mariners 
1772,9158419,Houston Astros at Seattle Mariners ,2015-06-20 02:10:00,Safeco Field,PST,Houston Astros,Seattle Mariners 
1773,9158677,Houston Astros at Texas Rangers ,2015-09-15 00:05:00,Globe Life Park,CST,Houston Astros,Texas Rangers 
1774,9158679,Houston Astros at Texas Rangers ,2015-09-17 00:05:00,Globe Life Park,CST,Houston Astros,Texas Rangers 
1775,9188817,Houston Astros at Atlanta Braves ,2015-03-31 22:05:00,Champion Stadium,EST,Houston Astros,Atlanta Braves 
1778,9177134,Houston Astros at Arizona Diamondbacks ,2015-10-03 01:40:00,Chase Field,MST,Houston Astros,Arizona Diamondbacks 
1779,9177133,Houston Astros at Arizona Diamondbacks ,2015-10-04 00:10:00,Chase Field,MST,Houston Astros,Arizona Diamondbacks 
1782,9150663,Houston Astros at Los Angeles Angels ,2015-09-13 01:05:00,Angel Stadium,PST,Houston Astros,Los Angeles Angels 
1783,9150533,Houston Astros at Los Angeles Angels ,2015-05-10 01:05:00,Angel Stadium,PST,Houston Astros,Los Angeles Angels 
1785,9176805,Houston Astros at San Francisco Giants ,2015-08-12 02:15:00,AT&T Park,PST,Houston Astros,San Francisco Giants 
1786,9150664,Houston Astros at Los Angeles Angels ,2015-09-13 20:00:00,Angel Stadium,PST,Houston Astros,Los Angeles Angels 
1787,9150531,Houston Astros at Los Angeles Angels ,2015-05-09 02:05:00,Angel Stadium,PST,Houston Astros,Los Angeles Angels 
1788,9150662,Houston Astros at Los Angeles Angels ,2015-09-12 02:05:00,Angel Stadium,PST,Houston Astros,Los Angeles Angels 
1789,9150575,Houston Astros at Los Angeles Angels ,2015-06-24 02:05:00,Angel Stadium,PST,Houston Astros,Los Angeles Angels 
1791,9150534,Houston Astros at Los Angeles Angels ,2015-05-10 19:35:00,Angel Stadium,PST,Houston Astros,Los Angeles Angels 
1797,9176828,Los Angeles Angels at Colorado Rockies ,2015-07-09 00:40:00,Coors Field,MST,Los Angeles Angels,Colorado Rockies 
1800,9159647,Los Angeles Angels at Texas Rangers ,2015-10-04 19:05:00,Globe Life Park,CST,Los Angeles Angels,Texas Rangers 
1801,9159645,Los Angeles Angels at Texas Rangers ,2015-10-03 00:05:00,Globe Life Park,CST,Los Angeles Angels,Texas Rangers 
1802,9159646,Los Angeles Angels at Texas Rangers ,2015-10-04 00:05:00,Globe Life Park,CST,Los Angeles Angels,Texas Rangers 
1803,9159644,Los Angeles Angels at Texas Rangers ,2015-10-02 00:05:00,Globe Life Park,CST,Los Angeles Angels,Texas Rangers 
1807,9150516,Oakland Athletics at Los Angeles Angels ,2015-04-23 02:05:00,Angel Stadium,PST,Oakland Athletics,Los Angeles Angels 
1810,9177131,Los Angeles Angels at Arizona Diamondbacks ,2015-06-18 01:40:00,Chase Field,MST,Los Angeles Angels,Arizona Diamondbacks 
1811,9177129,Los Angeles Angels at Arizona Diamondbacks ,2015-06-18 19:40:00,Chase Field,MST,Los Angeles Angels,Arizona Diamondbacks 
1818,9158630,Los Angeles Angels at Texas Rangers ,2015-07-05 01:05:00,Globe Life Park,CST,Los Angeles Angels,Texas Rangers 
1820,9150536,Colorado Rockies at Los Angeles Angels ,2015-05-13 02:05:00,Angel Stadium,PST,Colorado Rockies,Los Angeles Angels 
1821,9150652,Texas Rangers at Los Angeles Angels ,2015-09-05 02:05:00,Angel Stadium,PST,Texas Rangers,Los Angeles Angels 
1822,9150674,Oakland Athletics at Los Angeles Angels ,2015-09-30 23:05:00,Angel Stadium,PST,Oakland Athletics,Los Angeles Angels 
1823,9150569,Arizona Diamondbacks at Los Angeles Angels ,2015-06-16 02:05:00,Angel Stadium,PST,Arizona Diamondbacks,Los Angeles Angels 
1825,9150525,Seattle Mariners at Los Angeles Angels ,2015-05-05 02:05:00,Angel Stadium,PST,Seattle Mariners,Los Angeles Angels 
1826,9150518,Oakland Athletics at Los Angeles Angels ,2015-04-23 23:05:00,Angel Stadium,PST,Oakland Athletics,Los Angeles Angels 
1828,9150670,Oakland Athletics at Los Angeles Angels ,2015-09-29 02:05:00,Angel Stadium,PST,Oakland Athletics,Los Angeles Angels 
1829,9150671,Oakland Athletics at Los Angeles Angels ,2015-09-30 02:05:00,Angel Stadium,PST,Oakland Athletics,Los Angeles Angels 
1830,9150566,Oakland Athletics at Los Angeles Angels ,2015-06-14 20:00:00,Angel Stadium,PST,Oakland Athletics,Los Angeles Angels 
1832,9150623,Seattle Mariners at Los Angeles Angels ,2015-06-27 23:15:00,Angel Stadium,PST,Seattle Mariners,Los Angeles Angels 
1833,9150527,Seattle Mariners at Los Angeles Angels ,2015-05-07 02:05:00,Angel Stadium,PST,Seattle Mariners,Los Angeles Angels 
1834,9150514,Oakland Athletics at Los Angeles Angels ,2015-04-21 02:05:00,Angel Stadium,PST,Oakland Athletics,Los Angeles Angels 
1837,9150654,Texas Rangers at Los Angeles Angels ,2015-09-06 19:35:00,Angel Stadium,PST,Texas Rangers,Los Angeles Angels 
1838,9150523,Texas Rangers at Los Angeles Angels ,2015-04-26 19:35:00,Angel Stadium,PST,Texas Rangers,Los Angeles Angels 
1841,9176827,Los Angeles Angels at Colorado Rockies ,2015-07-08 00:40:00,Coors Field,MST,Los Angeles Angels,Colorado Rockies 
1843,9158595,Los Angeles Angels at Texas Rangers ,2015-04-14 00:05:00,Globe Life Park,CST,Los Angeles Angels,Texas Rangers 
1844,9158026,Los Angeles Angels at Oakland Athletics ,2015-04-30 19:35:00,O.co Coliseum,PST,Los Angeles Angels,Oakland Athletics 
1845,9158023,Los Angeles Angels at Oakland Athletics ,2015-04-29 02:05:00,O.co Coliseum,PST,Los Angeles Angels,Oakland Athletics 
1846,9158025,Los Angeles Angels at Oakland Athletics ,2015-04-30 02:05:00,O.co Coliseum,PST,Los Angeles Angels,Oakland Athletics 
1847,9158045,Los Angeles Angels at Oakland Athletics ,2015-06-20 02:05:00,O.co Coliseum,PST,Los Angeles Angels,Oakland Athletics 
1848,9158047,Los Angeles Angels at Oakland Athletics ,2015-06-21 20:05:00,O.co Coliseum,PST,Los Angeles Angels,Oakland Athletics 
1849,9158046,Los Angeles Angels at Oakland Athletics ,2015-06-20 20:05:00,O.co Coliseum,PST,Los Angeles Angels,Oakland Athletics 
1850,9158380,Los Angeles Angels at Seattle Mariners ,2015-04-09 02:10:00,Safeco Field,PST,Los Angeles Angels,Seattle Mariners 
1851,9158379,Los Angeles Angels at Seattle Mariners ,2015-04-08 02:10:00,Safeco Field,PST,Los Angeles Angels,Seattle Mariners 
1852,9158234,Los Angeles Angels at Oakland Athletics ,2015-09-02 19:35:00,O.co Coliseum,PST,Los Angeles Angels,Oakland Athletics 
1853,9158232,Los Angeles Angels at Oakland Athletics ,2015-09-02 02:05:00,O.co Coliseum,PST,Los Angeles Angels,Oakland Athletics 
1854,9158231,Los Angeles Angels at Oakland Athletics ,2015-09-01 02:05:00,O.co Coliseum,PST,Los Angeles Angels,Oakland Athletics 
1855,9158628,Los Angeles Angels at Texas Rangers ,2015-07-04 00:05:00,Globe Life Park,CST,Los Angeles Angels,Texas Rangers 
1856,9158429,Los Angeles Angels at Seattle Mariners ,2015-07-10 02:10:00,Safeco Field,PST,Los Angeles Angels,Seattle Mariners 
1857,9158631,Los Angeles Angels at Texas Rangers ,2015-07-05 18:00:00,Globe Life Park,CST,Los Angeles Angels,Texas Rangers 
1858,9158431,Los Angeles Angels at Seattle Mariners ,2015-07-11 02:10:00,Safeco Field,PST,Los Angeles Angels,Seattle Mariners 
1859,9158432,Los Angeles Angels at Seattle Mariners ,2015-07-12 02:10:00,Safeco Field,PST,Los Angeles Angels,Seattle Mariners 
1860,9158433,Los Angeles Angels at Seattle Mariners ,2015-07-12 20:10:00,Safeco Field,PST,Los Angeles Angels,Seattle Mariners 
1861,9158476,Los Angeles Angels at Seattle Mariners ,2015-09-17 02:10:00,Safeco Field,PST,Los Angeles Angels,Seattle Mariners 
1862,9158475,Los Angeles Angels at Seattle Mariners ,2015-09-16 02:10:00,Safeco Field,PST,Los Angeles Angels,Seattle Mariners 
1863,9158474,Los Angeles Angels at Seattle Mariners ,2015-09-15 02:10:00,Safeco Field,PST,Los Angeles Angels,Seattle Mariners 
1864,9158597,Los Angeles Angels at Texas Rangers ,2015-04-15 18:05:00,Globe Life Park,CST,Los Angeles Angels,Texas Rangers 
1865,9158596,Los Angeles Angels at Texas Rangers ,2015-04-15 00:05:00,Globe Life Park,CST,Los Angeles Angels,Texas Rangers 
1866,9158378,Los Angeles Angels at Seattle Mariners ,2015-04-06 20:10:00,Safeco Field,PST,Los Angeles Angels,Seattle Mariners 
1868,9150635,Texas Rangers at Los Angeles Angels ,2015-07-25 02:05:00,Angel Stadium,PST,Texas Rangers,Los Angeles Angels 
1877,9150658,Los Angeles Dodgers at Los Angeles Angels ,2015-09-08 01:05:00,Angel Stadium,PST,Los Angeles Dodgers,Los Angeles Angels 
1889,9150659,Los Angeles Dodgers at Los Angeles Angels ,2015-09-09 02:05:00,Angel Stadium,PST,Los Angeles Dodgers,Los Angeles Angels 
1890,9150653,Texas Rangers at Los Angeles Angels ,2015-09-06 01:05:00,Angel Stadium,PST,Texas Rangers,Los Angeles Angels 
1891,9150564,Oakland Athletics at Los Angeles Angels ,2015-06-14 02:05:00,Angel Stadium,PST,Oakland Athletics,Los Angeles Angels 
1892,9176857,Los Angeles Angels at Los Angeles Dodgers ,2015-08-01 20:05:00,Dodger Stadium,PST,Los Angeles Angels,Los Angeles Dodgers 
1896,9150541,San Diego Padres at Los Angeles Angels ,2015-05-27 01:05:00,Angel Stadium,PST,San Diego Padres,Los Angeles Angels 
1897,9150636,Texas Rangers at Los Angeles Angels ,2015-07-26 01:05:00,Angel Stadium,PST,Texas Rangers,Los Angeles Angels 
1898,9150522,Texas Rangers at Los Angeles Angels ,2015-04-26 01:05:00,Angel Stadium,PST,Texas Rangers,Los Angeles Angels 
1899,9150666,Seattle Mariners at Los Angeles Angels ,2015-09-27 01:05:00,Angel Stadium,PST,Seattle Mariners,Los Angeles Angels 
1900,9150661,Los Angeles Dodgers at Los Angeles Angels ,2015-09-10 02:05:00,Angel Stadium,PST,Los Angeles Dodgers,Los Angeles Angels 
1905,9150526,Seattle Mariners at Los Angeles Angels ,2015-05-06 02:05:00,Angel Stadium,PST,Seattle Mariners,Los Angeles Angels 
1908,9150515,Oakland Athletics at Los Angeles Angels ,2015-04-22 02:05:00,Angel Stadium,PST,Oakland Athletics,Los Angeles Angels 
1913,9184575,Los Angeles Dodgers at Los Angeles Angels ,2015-04-04 02:05:00,Angel Stadium,PST,Los Angeles Dodgers,Los Angeles Angels 
1914,9176689,Los Angeles Angels at San Francisco Giants ,2015-05-02 02:15:00,AT&T Park,PST,Los Angeles Angels,San Francisco Giants 
1916,9184574,Los Angeles Dodgers at Los Angeles Angels ,2015-04-03 02:05:00,Angel Stadium,PST,Los Angeles Dodgers,Los Angeles Angels 
1917,9176677,Los Angeles Angels at Los Angeles Dodgers ,2015-04-05 01:10:00,Dodger Stadium,PST,Los Angeles Angels,Los Angeles Dodgers 
1922,9150538,Colorado Rockies at Los Angeles Angels ,2015-05-14 02:05:00,Angel Stadium,PST,Colorado Rockies,Los Angeles Angels 
1928,9150521,Texas Rangers at Los Angeles Angels ,2015-04-25 02:05:00,Angel Stadium,PST,Texas Rangers,Los Angeles Angels 
1929,9176858,Los Angeles Angels at Los Angeles Dodgers ,2015-08-02 20:05:00,Dodger Stadium,PST,Los Angeles Angels,Los Angeles Dodgers 
1930,9176856,Los Angeles Angels at Los Angeles Dodgers ,2015-08-01 02:10:00,Dodger Stadium,PST,Los Angeles Angels,Los Angeles Dodgers 
1932,9150665,Seattle Mariners at Los Angeles Angels ,2015-09-26 02:05:00,Angel Stadium,PST,Seattle Mariners,Los Angeles Angels 
1933,9150563,Oakland Athletics at Los Angeles Angels ,2015-06-13 02:05:00,Angel Stadium,PST,Oakland Athletics,Los Angeles Angels 
1934,9150622,Seattle Mariners at Los Angeles Angels ,2015-06-27 02:05:00,Angel Stadium,PST,Seattle Mariners,Los Angeles Angels 
1935,9150543,San Diego Padres at Los Angeles Angels ,2015-05-28 02:05:00,Angel Stadium,PST,San Diego Padres,Los Angeles Angels 
1941,9150570,Arizona Diamondbacks at Los Angeles Angels ,2015-06-17 02:05:00,Angel Stadium,PST,Arizona Diamondbacks,Los Angeles Angels 
1942,9150540,San Diego Padres at Los Angeles Angels ,2015-05-26 01:05:00,Angel Stadium,PST,San Diego Padres,Los Angeles Angels 
1945,9150624,Seattle Mariners at Los Angeles Angels ,2015-06-28 19:35:00,Angel Stadium,PST,Seattle Mariners,Los Angeles Angels 
1946,9150637,Texas Rangers at Los Angeles Angels ,2015-07-26 19:35:00,Angel Stadium,PST,Texas Rangers,Los Angeles Angels 
1950,9176691,Los Angeles Angels at San Francisco Giants ,2015-05-03 20:05:00,AT&T Park,PST,Los Angeles Angels,San Francisco Giants 
1951,9176690,Los Angeles Angels at San Francisco Giants ,2015-05-02 20:05:00,AT&T Park,PST,Los Angeles Angels,San Francisco Giants 
1955,9150667,Seattle Mariners at Los Angeles Angels ,2015-09-27 20:00:00,Angel Stadium,PST,Seattle Mariners,Los Angeles Angels 
1964,9177137,Oakland Athletics at Arizona Diamondbacks ,2015-08-30 20:10:00,Chase Field,MST,Oakland Athletics,Arizona Diamondbacks 
1965,9177136,Oakland Athletics at Arizona Diamondbacks ,2015-08-30 00:10:00,Chase Field,MST,Oakland Athletics,Arizona Diamondbacks 
1973,9176725,Oakland Athletics at San Diego Padres ,2015-06-16 02:10:00,Petco Park,PST,Oakland Athletics,San Diego Padres 
1979,9176726,Oakland Athletics at San Diego Padres ,2015-06-16 19:40:00,Petco Park,PST,Oakland Athletics,San Diego Padres 
1989,9176861,Oakland Athletics at Los Angeles Dodgers ,2015-07-29 02:10:00,Dodger Stadium,PST,Oakland Athletics,Los Angeles Dodgers 
2001,9176790,Oakland Athletics at San Francisco Giants ,2015-07-25 02:15:00,AT&T Park,PST,Oakland Athletics,San Francisco Giants 
2016,9158015,Seattle Mariners at Oakland Athletics ,2015-04-12 20:05:00,O.co Coliseum,PST,Seattle Mariners,Oakland Athletics 
2017,9158013,Seattle Mariners at Oakland Athletics ,2015-04-11 02:05:00,O.co Coliseum,PST,Seattle Mariners,Oakland Athletics 
2018,9158014,Seattle Mariners at Oakland Athletics ,2015-04-11 20:00:00,O.co Coliseum,PST,Seattle Mariners,Oakland Athletics 
2019,9158012,Texas Rangers at Oakland Athletics ,2015-04-09 19:35:00,O.co Coliseum,PST,Texas Rangers,Oakland Athletics 
2020,9158010,Texas Rangers at Oakland Athletics ,2015-04-08 02:05:00,O.co Coliseum,PST,Texas Rangers,Oakland Athletics 
2021,9158041,Texas Rangers at Oakland Athletics ,2015-06-11 02:05:00,O.co Coliseum,PST,Texas Rangers,Oakland Athletics 
2022,9158040,Texas Rangers at Oakland Athletics ,2015-06-10 02:05:00,O.co Coliseum,PST,Texas Rangers,Oakland Athletics 
2023,9158043,San Diego Padres at Oakland Athletics ,2015-06-18 02:05:00,O.co Coliseum,PST,San Diego Padres,Oakland Athletics 
2024,9158042,Texas Rangers at Oakland Athletics ,2015-06-11 19:35:00,O.co Coliseum,PST,Texas Rangers,Oakland Athletics 
2026,9158044,San Diego Padres at Oakland Athletics ,2015-06-18 19:35:00,O.co Coliseum,PST,San Diego Padres,Oakland Athletics 
2036,9158392,Oakland Athletics at Seattle Mariners ,2015-05-09 02:10:00,Safeco Field,PST,Oakland Athletics,Seattle Mariners 
2037,9158199,Seattle Mariners at Oakland Athletics ,2015-07-03 02:05:00,O.co Coliseum,PST,Seattle Mariners,Oakland Athletics 
2038,9158194,Colorado Rockies at Oakland Athletics ,2015-06-30 02:05:00,O.co Coliseum,PST,Colorado Rockies,Oakland Athletics 
2039,9158197,Colorado Rockies at Oakland Athletics ,2015-07-01 19:35:00,O.co Coliseum,PST,Colorado Rockies,Oakland Athletics 
2040,9158200,Seattle Mariners at Oakland Athletics ,2015-07-04 01:05:00,O.co Coliseum,PST,Seattle Mariners,Oakland Athletics 
2041,9158201,Seattle Mariners at Oakland Athletics ,2015-07-04 20:05:00,O.co Coliseum,PST,Seattle Mariners,Oakland Athletics 
2044,9158203,Seattle Mariners at Oakland Athletics ,2015-07-05 20:05:00,O.co Coliseum,PST,Seattle Mariners,Oakland Athletics 
2049,9158226,Los Angeles Dodgers at Oakland Athletics ,2015-08-19 19:35:00,O.co Coliseum,PST,Los Angeles Dodgers,Oakland Athletics 
2050,9158225,Los Angeles Dodgers at Oakland Athletics ,2015-08-19 02:05:00,O.co Coliseum,PST,Los Angeles Dodgers,Oakland Athletics 
2052,9158236,Seattle Mariners at Oakland Athletics ,2015-09-06 01:05:00,O.co Coliseum,PST,Seattle Mariners,Oakland Athletics 
2053,9158235,Seattle Mariners at Oakland Athletics ,2015-09-05 02:05:00,O.co Coliseum,PST,Seattle Mariners,Oakland Athletics 
2059,9158246,Texas Rangers at Oakland Athletics ,2015-09-24 19:35:00,O.co Coliseum,PST,Texas Rangers,Oakland Athletics 
2061,9158244,Texas Rangers at Oakland Athletics ,2015-09-24 02:05:00,O.co Coliseum,PST,Texas Rangers,Oakland Athletics 
2062,9158462,Oakland Athletics at Seattle Mariners ,2015-08-26 19:40:00,Safeco Field,PST,Oakland Athletics,Seattle Mariners 
2063,9158489,Oakland Athletics at Seattle Mariners ,2015-10-04 20:10:00,Safeco Field,PST,Oakland Athletics,Seattle Mariners 
2064,9158486,Oakland Athletics at Seattle Mariners ,2015-10-03 02:10:00,Safeco Field,PST,Oakland Athletics,Seattle Mariners 
2068,9158196,Colorado Rockies at Oakland Athletics ,2015-07-01 02:05:00,O.co Coliseum,PST,Colorado Rockies,Oakland Athletics 
2069,9158603,Oakland Athletics at Texas Rangers ,2015-05-03 19:05:00,Globe Life Park,CST,Oakland Athletics,Texas Rangers 
2070,9158602,Oakland Athletics at Texas Rangers ,2015-05-03 00:05:00,Globe Life Park,CST,Oakland Athletics,Texas Rangers 
2071,9158008,Texas Rangers at Oakland Athletics ,2015-04-07 02:05:00,O.co Coliseum,PST,Texas Rangers,Oakland Athletics 
2081,9158011,Texas Rangers at Oakland Athletics ,2015-04-09 02:05:00,O.co Coliseum,PST,Texas Rangers,Oakland Athletics 
2085,9158460,Oakland Athletics at Seattle Mariners ,2015-08-25 02:10:00,Safeco Field,PST,Oakland Athletics,Seattle Mariners 
2086,9158394,Oakland Athletics at Seattle Mariners ,2015-05-10 20:10:00,Safeco Field,PST,Oakland Athletics,Seattle Mariners 
2087,9158393,Oakland Athletics at Seattle Mariners ,2015-05-10 01:10:00,Safeco Field,PST,Oakland Athletics,Seattle Mariners 
2088,9158237,Seattle Mariners at Oakland Athletics ,2015-09-06 20:05:00,O.co Coliseum,PST,Seattle Mariners,Oakland Athletics 
2089,9158247,San Francisco Giants at Oakland Athletics ,2015-09-26 02:05:00,O.co Coliseum,PST,San Francisco Giants,Oakland Athletics 
2090,9158249,San Francisco Giants at Oakland Athletics ,2015-09-26 20:05:00,O.co Coliseum,PST,San Francisco Giants,Oakland Athletics 
2091,9158248,San Francisco Giants at Oakland Athletics ,2015-09-27 20:05:00,O.co Coliseum,PST,San Francisco Giants,Oakland Athletics 
2092,9158242,Texas Rangers at Oakland Athletics ,2015-09-23 02:05:00,O.co Coliseum,PST,Texas Rangers,Oakland Athletics 
2099,9158672,Oakland Athletics at Texas Rangers ,2015-09-12 00:05:00,Globe Life Park,CST,Oakland Athletics,Texas Rangers 
2100,9158674,Oakland Athletics at Texas Rangers ,2015-09-13 19:05:00,Globe Life Park,CST,Oakland Athletics,Texas Rangers 
2101,9158673,Oakland Athletics at Texas Rangers ,2015-09-13 00:05:00,Globe Life Park,CST,Oakland Athletics,Texas Rangers 
2103,9158461,Oakland Athletics at Seattle Mariners ,2015-08-26 02:10:00,Safeco Field,PST,Oakland Athletics,Seattle Mariners 
2104,9158601,Oakland Athletics at Texas Rangers ,2015-05-02 00:05:00,Globe Life Park,CST,Oakland Athletics,Texas Rangers 
2105,9158488,Oakland Athletics at Seattle Mariners ,2015-10-04 01:10:00,Safeco Field,PST,Oakland Athletics,Seattle Mariners 
2106,9158625,Oakland Athletics at Texas Rangers ,2015-06-25 00:05:00,Globe Life Park,CST,Oakland Athletics,Texas Rangers 
2107,9158624,Oakland Athletics at Texas Rangers ,2015-06-24 00:05:00,Globe Life Park,CST,Oakland Athletics,Texas Rangers 
2108,9158627,Oakland Athletics at Texas Rangers ,2015-06-25 18:05:00,Globe Life Park,CST,Oakland Athletics,Texas Rangers 
2109,9177135,Oakland Athletics at Arizona Diamondbacks ,2015-08-29 01:40:00,Chase Field,MST,Oakland Athletics,Arizona Diamondbacks 
2112,9176863,Oakland Athletics at Los Angeles Dodgers ,2015-07-30 02:10:00,Dodger Stadium,PST,Oakland Athletics,Los Angeles Dodgers 
2114,9176792,Oakland Athletics at San Francisco Giants ,2015-07-25 20:05:00,AT&T Park,PST,Oakland Athletics,San Francisco Giants 
2115,9189834,Oakland Athletics at San Francisco Giants ,2015-04-04 02:15:00,AT&T Park,PST,Oakland Athletics,San Francisco Giants 
2116,9189833,Oakland Athletics at San Francisco Giants ,2015-04-03 02:15:00,AT&T Park,PST,Oakland Athletics,San Francisco Giants 
2117,9232034,San Francisco Giants at Oakland Athletics ,2015-04-04 20:05:00,O.co Coliseum,PST,San Francisco Giants,Oakland Athletics 
2121,9176795,Oakland Athletics at San Francisco Giants ,2015-07-26 20:05:00,AT&T Park,PST,Oakland Athletics,San Francisco Giants 
2130,9176768,Seattle Mariners at San Diego Padres ,2015-07-01 02:10:00,Petco Park,PST,Seattle Mariners,San Diego Padres 
2137,9176944,Seattle Mariners at Colorado Rockies ,2015-08-05 19:10:00,Coors Field,MST,Seattle Mariners,Colorado Rockies 
2141,9176769,Seattle Mariners at San Diego Padres ,2015-07-01 19:40:00,Petco Park,PST,Seattle Mariners,San Diego Padres 
2159,9176909,Seattle Mariners at Los Angeles Dodgers ,2015-04-15 02:10:00,Dodger Stadium,PST,Seattle Mariners,Los Angeles Dodgers 
2160,9176713,Seattle Mariners at San Francisco Giants ,2015-06-16 02:15:00,AT&T Park,PST,Seattle Mariners,San Francisco Giants 
2161,9176714,Seattle Mariners at San Francisco Giants ,2015-06-16 19:45:00,AT&T Park,PST,Seattle Mariners,San Francisco Giants 
2185,9158381,Texas Rangers at Seattle Mariners ,2015-04-18 02:10:00,Safeco Field,PST,Texas Rangers,Seattle Mariners 
2186,9158384,Texas Rangers at Seattle Mariners ,2015-04-19 20:10:00,Safeco Field,PST,Texas Rangers,Seattle Mariners 
2190,9158417,San Francisco Giants at Seattle Mariners ,2015-06-18 02:10:00,Safeco Field,PST,San Francisco Giants,Seattle Mariners 
2194,9158446,Arizona Diamondbacks at Seattle Mariners ,2015-07-29 19:40:00,Safeco Field,PST,Arizona Diamondbacks,Seattle Mariners 
2195,9158448,Texas Rangers at Seattle Mariners ,2015-08-08 02:10:00,Safeco Field,PST,Texas Rangers,Seattle Mariners 
2197,9158470,Texas Rangers at Seattle Mariners ,2015-09-10 19:40:00,Safeco Field,PST,Texas Rangers,Seattle Mariners 
2200,9158600,Seattle Mariners at Texas Rangers ,2015-04-30 00:05:00,Globe Life Park,CST,Seattle Mariners,Texas Rangers 
2207,9158418,San Francisco Giants at Seattle Mariners ,2015-06-19 02:10:00,Safeco Field,PST,San Francisco Giants,Seattle Mariners 
2222,9158443,Arizona Diamondbacks at Seattle Mariners ,2015-07-28 02:10:00,Safeco Field,PST,Arizona Diamondbacks,Seattle Mariners 
2223,9158445,Arizona Diamondbacks at Seattle Mariners ,2015-07-29 02:10:00,Safeco Field,PST,Arizona Diamondbacks,Seattle Mariners 
2224,9158449,Texas Rangers at Seattle Mariners ,2015-08-08 20:10:00,Safeco Field,PST,Texas Rangers,Seattle Mariners 
2226,9158659,Seattle Mariners at Texas Rangers ,2015-08-19 00:05:00,Globe Life Park,CST,Seattle Mariners,Texas Rangers 
2227,9158450,Texas Rangers at Seattle Mariners ,2015-08-09 20:10:00,Safeco Field,PST,Texas Rangers,Seattle Mariners 
2231,9158468,Texas Rangers at Seattle Mariners ,2015-09-09 02:10:00,Safeco Field,PST,Texas Rangers,Seattle Mariners 
2232,9158469,Texas Rangers at Seattle Mariners ,2015-09-10 02:10:00,Safeco Field,PST,Texas Rangers,Seattle Mariners 
2233,9158467,Texas Rangers at Seattle Mariners ,2015-09-07 22:40:00,Safeco Field,PST,Texas Rangers,Seattle Mariners 
2235,9158472,Colorado Rockies at Seattle Mariners ,2015-09-13 01:10:00,Safeco Field,PST,Colorado Rockies,Seattle Mariners 
2237,9158598,Seattle Mariners at Texas Rangers ,2015-04-28 00:05:00,Globe Life Park,CST,Seattle Mariners,Texas Rangers 
2240,9158396,San Diego Padres at Seattle Mariners ,2015-05-13 02:10:00,Safeco Field,PST,San Diego Padres,Seattle Mariners 
2244,9158382,Texas Rangers at Seattle Mariners ,2015-04-19 01:10:00,Safeco Field,PST,Texas Rangers,Seattle Mariners 
2247,9158681,Seattle Mariners at Texas Rangers ,2015-09-19 00:05:00,Globe Life Park,CST,Seattle Mariners,Texas Rangers 
2250,9158683,Seattle Mariners at Texas Rangers ,2015-09-20 19:05:00,Globe Life Park,CST,Seattle Mariners,Texas Rangers 
2251,9158682,Seattle Mariners at Texas Rangers ,2015-09-20 00:05:00,Globe Life Park,CST,Seattle Mariners,Texas Rangers 
2254,9158658,Seattle Mariners at Texas Rangers ,2015-08-18 00:05:00,Globe Life Park,CST,Seattle Mariners,Texas Rangers 
2259,9158660,Seattle Mariners at Texas Rangers ,2015-08-19 18:05:00,Globe Life Park,CST,Seattle Mariners,Texas Rangers 
